Num,RS_Num,River,RecaptureSite,Date,Time,UTM_X,UTM_Y,Species,Length,Weight,TagType,TagID,QAQC,TagSize,Ant,Event,FinClip,Mortality,Comments
170,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,MTS,112,18,HA,226001581253,pass,12,Handheld,Recapture,right pelvic,0,
171,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,RBT,363,476,HA,230000224302,pass,32,Handheld,Recapture,adp,0,
172,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,RBT,418,686,HA,230000224305,pass,32,Handheld,Recapture,adp,0,
173,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,300,258,HA,230000224314,pass,32,Handheld,Recapture,adp,0,
174,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,348,452,HA,230000224320,pass,32,Handheld,Recapture,adp,0,
175,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,277,206,HA,230000224326,pass,32,Handheld,Recapture,adp,0,
176,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,339,398,HA,230000224329,pass,32,Handheld,Recapture,adp,0,
177,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,331,388,HA,230000224335,pass,32,Handheld,Recapture,adp,0,
178,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,319,366,HA,230000224339,pass,32,Handheld,Recapture,adp,0,
179,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,343,443,HA,230000224340,pass,32,Handheld,Recapture,adp,0,
180,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,363,454,HA,230000224343,pass,32,Handheld,Recapture,adp,0,
181,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,327,334,HA,230000224344,pass,32,Handheld,Recapture,adp,0,
182,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,409,688,HA,230000224352,pass,32,Handheld,Recapture,adp,0,
183,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,RBT,490,1060,HA,230000224358,pass,32,Handheld,Recapture,adp,0,
184,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,RBT,575,1399,HA,230000224359,pass,32,Handheld,Recapture,adp,0,
185,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,427,729,HA,230000224361,pass,32,Handheld,Recapture,adp,0,
186,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,307,288,HA,230000224362,pass,32,Handheld,Recapture,adp,0,
187,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,417,663,HA,230000224363,pass,32,Handheld,Recapture,adp,0,
188,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,352,485,HA,230000224383,pass,32,Handheld,Recapture,adp,0,
189,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,335,348,HA,230000224392,pass,32,Handheld,Recapture,adp,0,
190,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,327,365,HA,230000224393,pass,32,Handheld,Recapture,adp,0,
191,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,RBT,383,544,HA,230000228010,pass,32,Handheld,Recapture,adp,0,
192,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,424,697,HA,230000228026,pass,32,Handheld,Recapture,adp,0,
193,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,444,910,HA,230000228045,fail,32,Handheld,Recapture,adp,0,not denoted as recapture on data sheet
194,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,393,668,HA,230000228063,pass,32,Handheld,Recapture,adp,0,
195,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,RBT,362,466,HA,230000228122,pass,32,Handheld,Recapture,adp,0,
196,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,465,912,HA,230000228141,pass,32,Handheld,Recapture,adp,0,
197,2,Fraser River,Fraser River Ranch,8/30/2022,12:00:00,417231,4438604,LOC,352,536,HA,230000272798,pass,32,Handheld,Recapture,adp,0,
198,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,MTS,103,15,HA,226001581278,pass,12,Handheld,Recapture,right pelvic,0,
199,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,MTS,94,11,HA,226001581293,pass,12,Handheld,Recapture,right pelvic,0,
200,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,MTS,98,14,HA,226001581322,pass,12,Handheld,Recapture,right pelvic,0,
201,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,MTS,101,15,HA,226001581418,pass,12,Handheld,Recapture,right pelvic,0,
202,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,MTS,112,19,HA,226001581665,pass,12,Handheld,Recapture,right pelvic,0,
203,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,MTS,109,20,HA,226001581674,pass,12,Handheld,Recapture,right pelvic,0,
204,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,347,396,HA,230000224258,pass,32,Handheld,Recapture,adp,0,
205,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,258,179,HA,230000224272,pass,32,Handheld,Recapture,adp,0,
206,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,231,121,HA,230000224274,pass,32,Handheld,Recapture,adp,0,
207,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,224,113,HA,230000224281,pass,32,Handheld,Recapture,adp,0,
208,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,230,125,HA,230000224282,pass,32,Handheld,Recapture,adp,0,
209,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,251,156,HA,230000224285,pass,32,Handheld,Recapture,adp,0,
210,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,257,159,HA,230000224299,pass,32,Handheld,Recapture,adp,0,
211,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,248,161,HA,230000224413,pass,32,Handheld,Recapture,adp,0,
212,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,284,270,HA,230000224414,pass,32,Handheld,Recapture,adp,0,
213,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,263,179,HA,230000224418,pass,32,Handheld,Recapture,adp,0,
214,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,234,125,HA,230000224522,pass,32,Handheld,Recapture,adp,0,
215,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,243,143,HA,230000224523,pass,32,Handheld,Recapture,adp,0,
216,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,228,119,HA,230000224528,pass,32,Handheld,Recapture,adp,0,Two tags in fish; 230000143276
217,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,237,128,HA,230000224530,pass,32,Handheld,Recapture,adp,0,
218,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,210,97,HA,230000224532,pass,32,Handheld,Recapture,adp,0,
219,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,226,140,HA,230000224534,pass,32,Handheld,Recapture,adp,0,
220,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,228,124,HA,230000224537,pass,32,Handheld,Recapture,adp,0,
221,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,205,89,HA,230000224540,pass,32,Handheld,Recapture,adp,0,
222,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,290,231,HA,230000228108,pass,32,Handheld,Recapture,adp,0,
223,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,327,327,HA,230000228160,pass,32,Handheld,Recapture,adp,0,
224,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,300,259,HA,230000228161,pass,32,Handheld,Recapture,adp,0,
225,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,326,349,HA,230000228173,pass,32,Handheld,Recapture,adp,0,
226,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,280,228,HA,230000228178,pass,32,Handheld,Recapture,adp,0,
227,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,245,148,HA,230000228198,pass,32,Handheld,Recapture,adp,0,
228,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,324,353,HA,230000228217,pass,32,Handheld,Recapture,adp,0,
229,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,261,162,HA,230000228236,pass,32,Handheld,Recapture,adp,0,
230,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,281,214,HA,230000228271,pass,32,Handheld,Recapture,adp,0,
231,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,281,229,HA,230000228279,pass,32,Handheld,Recapture,adp,0,
232,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,280,249,HA,230000228280,pass,32,Handheld,Recapture,adp,0,
233,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,271,193,HA,230000228284,pass,32,Handheld,Recapture,adp,0,
234,1,Fraser River,Kaibab Park,8/31/2022,12:00:00,420566,4437167,LOC,281,242,HA,230000228294,pass,32,Handheld,Recapture,adp,0,
235,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,MTS,137,32,HA,226001581308,pass,12,Handheld,Recapture,right pelvic,0,
236,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,MTS,131,34,HA,226001581359,pass,12,Handheld,Recapture,right pelvic,0,
237,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,MTS,128,30,HA,226001581426,pass,12,Handheld,Recapture,right pelvic,0,
238,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,MTS,130,36,HA,226001581487,fail,12,Handheld,Recapture,right pelvic,0,"FinClip was incorrectly recorded as adp, changed it to right pelvic"
239,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,347,392,HA,230000224110,pass,32,Handheld,Recapture,adp,0,
240,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,372,480,HA,230000224135,pass,32,Handheld,Recapture,adp,0,
241,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,247,156,HA,230000224160,pass,32,Handheld,Recapture,adp,1,
242,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,391,531,HA,230000228246,pass,32,Handheld,Recapture,adp,0,
243,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,447,913,HA,230000228316,pass,32,Handheld,Recapture,adp,0,
244,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,342,381,HA,230000228360,pass,32,Handheld,Recapture,adp,0,
245,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,324,344,HA,230000228370,pass,32,Handheld,Recapture,adp,0,
246,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,367,462,HA,230000228389,pass,32,Handheld,Recapture,adp,0,
247,4,Colorado River,Lower River Run,10/4/2022,12:00:00,418178,4440020,LOC,374,482,HA,230000228413,pass,32,Handheld,Recapture,adp,0,
248,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,379,566,HA,230000224201,pass,32,Handheld,Recapture,adp,0,
249,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,366,528,HA,230000224230,pass,32,Handheld,Recapture,adp,0,
250,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,361,484,HA,230000224232,pass,32,Handheld,Recapture,adp,0,
251,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,402,624,HA,230000224253,pass,32,Handheld,Recapture,adp,0,
252,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,307,320,HA,230000228348,pass,32,Handheld,Recapture,adp,0,
253,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,436,444,HA,230000228456,pass,32,Handheld,Recapture,right pelvic + adp,0,RP
254,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,414,706,HA,230000228495,pass,32,Handheld,Recapture,adp,0,
255,3,Colorado River,Upper River Run,10/4/2022,16:30:00,418835,4439975,LOC,348,476,HA,230000228585,pass,32,Handheld,Recapture,adp,0,
256,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,282,211,HA,230000142916,pass,32,Handheld,Recapture,adp,0,
257,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,352,459,HA,230000224015,pass,32,Handheld,Recapture,adp,0,
258,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,404,641,HA,230000224034,pass,32,Handheld,Recapture,adp,0,
259,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,321,296,HA,230000224042,pass,32,Handheld,Recapture,adp,0,
260,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,404,612,HA,230000224072,pass,32,Handheld,Recapture,adp,0,
261,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,510,946,HA,230000224081,pass,32,Handheld,Recapture,adp,0,
262,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,427,700,HA,230000228535,pass,32,Handheld,Recapture,adp,0,
263,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,377,509,HA,230000272282,pass,32,Handheld,Recapture,adp,0,
264,6,Colorado River,Windy Gap Dam,10/5/2022,12:00:00,416101,4440146,LOC,383,529,HA,230000272464,pass,32,Handheld,Recapture,adp,0,
265,9,Colorado River,Chimney Rock Below Island,6/5/2023,12:00:00,413330,4440059,LOC,375,511,HA,230000142618,pass,32,Handheld,Recapture,adp,0,
266,9,Colorado RIver,Chimney Rock Below Island,6/5/2023,11:45:00,413330,4440059,LOC,397,605,HA,230000142667,pass,32,Handheld,Recapture,adp,0,
267,9,Colorado River,Chimney Rock Below Island,6/5/2023,11:45:00,413330,4440059,LOC,392,736,HA,230000142689,pass,32,Handheld,Recapture,adp,0,
268,9,Colorado River,Chimney Rock Below Island,6/5/2023,11:45:00,413330,4440059,LOC,375,526,HA,230000224065,pass,32,Handheld,Recapture,adp,0,
269,9,Colorado River,Chimney Rock Below Island,6/5/2023,11:45:00,413330,4440059,LOC,390,579,HA,230000272038,pass,32,Handheld,Recapture,adp,0,Wounded recap
270,9,Colorado River,Chimney Rock Below Island,6/5/2023,11:45:00,413330,4440059,LOC,364,545,HA,230000272915,pass,32,Handheld,Recapture,adp,0,
271,11,Colorado River,Pool Above Red Barn Antenna,6/5/2023,12:30:00,412550,4439453,LOC,348,393,HA,230000143296,pass,32,Handheld,Recapture,adp,0,
272,11,Colorado River,Pool Above Red Barn Antenna,6/5/2023,12:30:00,412550,4439453,LOC,323,352,HA,230000143298,pass,32,Handheld,Recapture,adp,0,
273,11,Colorado River,Pool Above Red Barn Antenna,6/5/2023,12:30:00,412550,4439453,RBT,323,377,HA,230000143398,pass,32,Handheld,Recapture,adp,0,
274,11,Colorado River,Pool Above Red Barn Antenna,6/5/2023,12:30:00,412550,4439453,RBT,333,362,HA,230000143405,pass,32,Handheld,Recapture,adp,0,
275,11,Colorado River,Pool Above Red Barn Antenna,6/5/2023,12:30:00,412550,4439453,LOC,331,288,HA,230000143662,pass,32,Handheld,Recapture,adp,0,
276,11,Colorado River,Pool Above Red Barn Antenna,6/5/2023,12:30:00,412550,4439453,RBT,370,547,HA,230000224483,pass,32,Handheld,Recapture,adp,0,
277,12,Colorado River,Lower Red Barn Fry Site,6/5/2023,13:00:00,412335,4439368,LOC,389,584,HA,230000143254,pass,32,Handheld,Recapture,adp,0,
278,12,Colorado River,Lower Red Barn Fry Site,6/5/2023,13:00:00,412335,4439368,RBT,411,825,HA,230000143683,pass,32,Handheld,Recapture,adp,0,
279,15,Colorado River,Kinney Creek,6/5/2023,13:30:00,411432,4438897,RBT,312,348,HA,226001581424,fail,12,Handheld,Recapture,adp,0,Corrected date
280,15,Colorado River,Kinney Creek,6/5/2023,13:30:00,411432,4438897,LOC,261,174,HA,230000143482,pass,32,Handheld,Recapture,adp,0,
281,15,Colorado River,Kinney Creek,6/5/2023,13:30:00,411432,4438897,LOC,394,573,HA,230000272466,pass,32,Handheld,Recapture,adp,0,
282,15,Colorado River,Kinney Creek,6/5/2023,13:30:00,411432,4438897,LOC,440,776,HA,230000272541,pass,32,Handheld,Recapture,adp,0,
283,17,Colorado River,Sheriff Ranch Upper Field,6/5/2023,14:15:00,410165,4438558,LOC,415,768,HA,230000272831,pass,32,Handheld,Recapture,adp,0,
284,9,Colorado River,Chimney Rock Below Island,6/7/2023,11:15:00,413330,4440059,LOC,391,543,HA,230000142617,pass,32,Handheld,Recapture,adp,0,
285,9,Colorado River,Chimney Rock Below Island,6/7/2023,11:15:00,413330,4440059,LOC,380,517,HA,230000142638,pass,32,Handheld,Recapture,adp,0,
286,9,Colorado River,Chimney Rock Below Island,6/7/2023,11:15:00,413330,4440059,LOC,406,617,HA,230000142716,pass,32,Handheld,Recapture,adp,0,
287,9,Colorado River,Chimney Rock Below Island,6/7/2023,11:15:00,413330,4440059,RBT,287,304,HA,230000143400,pass,32,Handheld,Recapture,adp,0,
288,9,Colorado River,Chimney Rock Below Island,6/7/2023,11:15:00,413330,4440059,LOC,441,777,HA,230000224098,pass,32,Handheld,Recapture,adp,0,
289,11,Colorado River,Pool Above Red Barn Antenna,6/7/2023,12:00:00,412550,4439453,RBT,307,359,HA,226001581358,pass,32,Handheld,Recapture,adp,0,
290,11,Colorado River,Pool Above Red Barn Antenna,6/7/2023,12:00:00,412550,4439453,LOC,389,608,HA,230000143295,pass,32,Handheld,Recapture,adp,0,
291,11,Colorado River,Pool Above Red Barn Antenna,6/7/2023,12:00:00,412550,4439453,LOC,422,759,HA,230000143350,pass,32,Handheld,Recapture,adp,0,
292,11,Colorado River,Pool Above Red Barn Antenna,6/7/2023,12:00:00,412550,4439453,LOC,405,646,HA,230000143368,pass,32,Handheld,Recapture,adp,0,
293,11,Colorado River,Pool Above Red Barn Antenna,6/7/2023,12:00:00,412550,4439453,RBT,367,525,HA,230000224483,pass,32,Handheld,Recapture,adp,0,
294,11,Colorado River,Pool Above Red Barn Antenna,6/7/2023,12:00:00,412550,4439453,LOC,365,508,HA,230000228818,pass,32,Handheld,Recapture,adp,0,
295,12,Colorado River,Lower Red Barn Fry Site,6/7/2023,13:00:00,412335,4439368,LOC,361,451,HA,230000143579,pass,32,Handheld,Recapture,adp,0,
296,15,Colorado River,Kinney Creek,6/7/2023,14:00:00,411432,4438897,RBT,382,492,HA,230000143437,pass,32,Handheld,Recapture,adp,0,
297,15,Colorado River,Kinney Creek,6/7/2023,14:00:00,411432,4438897,LOC,402,601,HA,230000143487,pass,32,Handheld,Recapture,adp,0,
298,15,Colorado River,Kinney Creek,6/7/2023,14:00:00,411432,4438897,LOC,395,596,HA,230000272464,pass,32,Handheld,Recapture,adp,0,
299,19,Colorado River,Sheriff Ranch Fry Site,6/7/2023,15:45:00,409096,4438050,LOC,375,499,HA,230000272729,pass,32,Handheld,Recapture,adp,0,
300,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,421,496,HA,230000143147,pass,32,Handheld,Recapture,adp,0,
301,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,422,767,HA,230000143157,pass,32,Handheld,Recapture,adp,0,
302,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,408,620,HA,230000143173,pass,32,Handheld,Recapture,adp,0,
303,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,323,357,HA,230000143208,pass,32,Handheld,Recapture,adp,0,
304,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,RBT,402,650,HA,230000143217,pass,32,Handheld,Recapture,adp,0,
305,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,363,533,HA,230000143219,pass,32,Handheld,Recapture,adp,0,
306,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,RBT,393,623,HA,230000143224,pass,32,Handheld,Recapture,adp,0,
307,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,384,548,HA,230000143232,pass,32,Handheld,Recapture,adp,0,
308,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,362,475,HA,230000143236,pass,32,Handheld,Recapture,adp,0,
309,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,RBT,655,426,HA,230000224305,pass,32,Handheld,Recapture,adp,0,
310,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,349,383,HA,230000224326,pass,32,Handheld,Recapture,adp,0,
311,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,389,595,HA,230000224329,pass,32,Handheld,Recapture,adp,0,
312,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,415,732,HA,230000224343,pass,32,Handheld,Recapture,adp,0,
313,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,381,564,HA,230000224344,pass,32,Handheld,Recapture,adp,0,
314,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,399,740,HA,230000224393,pass,32,Handheld,Recapture,adp,0,
315,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,357,453,HA,230000224401,pass,32,Handheld,Recapture,adp,0,
316,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,RBT,391,568,HA,230000228010,pass,32,Handheld,Recapture,adp,0,
317,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,483,1048,HA,230000228026,pass,32,Handheld,Recapture,adp,0,
318,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,406,687,HA,230000228063,pass,32,Handheld,Recapture,adp,0,
319,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,408,716,HA,230000228151,pass,32,Handheld,Recapture,adp,0,
320,2,Fraser River,Fraser River Ranch,9/5/2023,13:00:00,417229,4438617,LOC,374,640,HA,230000272798,pass,32,Handheld,Recapture,adp,0,
321,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,MTS,110,19,HA,226001581083,pass,12,Handheld,Recapture,right pelvic,0,
322,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,MTS,100,9,HA,226001581108,pass,12,Handheld,Recapture,right pelvic,0,
323,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,MTS,110,19,HA,226001581230,pass,12,Handheld,Recapture,right pelvic,0,
324,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,MTS,107,17,HA,226001581418,pass,12,Handheld,Recapture,right pelvic,0,
325,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,MTS,110,20,HA,226001581544,pass,12,Handheld,Recapture,right pelvic,0,
326,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,MTS,105,15,HA,226001581745,pass,12,Handheld,Recapture,right pelvic,0,
327,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,226,108,HA,230000143116,pass,32,Handheld,Recapture,adp,0,
328,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,232,122,HA,230000143126,pass,32,Handheld,Recapture,adp,0,
329,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,284,237,HA,230000143128,pass,32,Handheld,Recapture,adp,0,
330,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,234,106,HA,230000143130,pass,32,Handheld,Recapture,adp,0,
331,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,264,161,HA,230000143193,pass,32,Handheld,Recapture,adp,0,
332,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,222,104,HA,230000143199,pass,32,Handheld,Recapture,adp,0,
333,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,225,106,HA,230000143277,pass,32,Handheld,Recapture,adp,0,
334,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,302,243,HA,230000143321,pass,32,Handheld,Recapture,adp,0,
335,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,234,113,HA,230000143324,pass,32,Handheld,Recapture,adp,0,
336,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,273,180,HA,230000143326,pass,32,Handheld,Recapture,adp,0,
337,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,280,218,HA,230000143331,pass,32,Handheld,Recapture,adp,0,
338,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,254,147,HA,230000224275,pass,32,Handheld,Recapture,adp,0,
339,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,281,202,HA,230000224282,pass,32,Handheld,Recapture,adp,0,
340,1,Fraser River,Kaibab Park,9/6/2023,13:00:00,420626,4437179,LOC,385,542,HA,230000224290,pass,32,Handheld,Recapture,adp,0,
